Division,Number,Nickname,Full Name,Rookie Year,Website,Location
FTC,6324,Twisted Circuitz,Raytheon &amp; Clearwater High School,2012,twisted_circuitz.weebly.com,Clearwater&comma; FL 33764 USA
FTC,6325,Aluminati,SGV Charitable Foundation/Neighborhood Group,2012,http://www.facebook.com/walnutrobotics,Walnut&comma; CA 91789 USA
FTC,6327,Fetch,University High,2012,https://twitter.com/team_fetch,Orlando&comma; FL 32817 USA
FTC,6337,Metal Marauders,Family/Community,2012,http://metalmarauders.wordpress.com/,Morris Plains&comma; NJ 07950 USA
FTC,6340,Wauctopi,Timberline School,2012,,Waukee&comma; IA&comma; IA 50263 USA
FTC,6341,Moon Platoon,Flint Hill School &amp; Flint Hill School,2012,,Oakton&comma; VA 22124 USA
FTC,6347,Geared Up,FTC 6347 &amp; Geared UP Robotics,2012,https://www.facebook.com/GearedUpFTC6347,Rome&comma; NY 13440 USA
FTC,6357,Top Dogs,Folsom High,2012,,Folsom&comma; CA 95630 USA
FTC,6359,Bruin Bots,Kellogg Community College &amp; Kellogg Community College,2012,,Battle Creek&comma; MI 49037 USA
FTC,6360,Brazen Bots,PHM Foundation &amp; Penn High School,2012,http://team6360.org,Mishawaka&comma; IN 46545 USA
FTC,6363,The Twisted Axles,West High School,2012,,Sioux City&comma; IA 51103 USA
FTC,6364,Pulsatrix,Advanced Green Technologies/STEMHQ &amp; A.D. Henderson University School &amp; Fau High,2012,http://6364pulsatrix.com/,Boca Raton&comma; FL 33431 USA
FTC,6365,The Dungeon Masters,West High School,2012,,Sioux City&comma; IA 51103 USA
FTC,6366,Trojan Robotics,Kelly Walsh High School,2012,,Casper&comma; WY 82609 USA
FTC,6367,Trojan Robotics,Kelly Walsh High School,2012,,Casper &comma; WY 82609 USA
FTC,6369,Designosaurs,Hydreon Corporation &amp; Family/Community,2012,,Bloomington&comma; MN 55438 USA
FTC,6370,Nemesis,Perris High,2012,,Perris&comma; CA 92570 USA
FTC,6371,Machine Kings,Heritage High,2012,,Perris&comma; CA 92570 USA
FTC,6372,Patriotic Robotics,Heritage High,2012,,Perris&comma; CA 92570 USA
FTC,6373,SuperBots,Paloma Valley High,2012,,Menifee&comma; CA 92584 USA
FTC,6378,JayBots,Alcoa / Sekisui-SPI &amp; Central Columbia Shs,2012,,Bloomsburg&comma; PA 17815 USA
FTC,6379,Clockwork Mania,Atkins / BankFirst / Lockheed Martin / Walt Disney World / VEI Systems &amp; ORLANDO SCIENCE MIDDLE HIGH CHARTER,2012,www.orlandoscience.org,Orlando&comma; FL 32804 USA
FTC,6382,Wizards Robotics 6382,Windsor High School,2012,https://twitter.com/WizardsRobotics,Windsor&comma; CO 80550 USA
FTC,6383,Zeus' Bolts,Harrisonburg High School Governor's STEM Academy&amp;Harrisonburg High,2012,http://www.estesthemathteacher.com/ftc-robotics-hhs-stem-academy.html,Harrisonburg&comma; VA 22801 USA
FTC,6387,Brobots,Christian Brothers College High School,2012,,St. Louis&comma; MO 63141 USA
FTC,6390,Falcons,Gerstell Academy,2012,,Finksburg&comma; MD 21048 USA
FTC,6395,Event Horizon,Bethel High School,2012,,Spanaway&comma; WA 98387 USA
FTC,6402,Mariners,Rocky Hill School,2012,,East Greenwich&comma; RI 02818 USA
FTC,6406,First Tech Coyotes,Lockheed Martin/BECHTEL/BOEING&amp;Clarksburg High,2012,,Clarksburg&comma; MD 20871 USA
FTC,6407,Lutheran Mustangs,Dell/FIRSTinTexas&amp;Lutheran High School of San Antonio,2012,stang.lhssa.org,San Antonio&comma; TX 78255 USA
FTC,6417,Blu Cru,Explorer Post 1010,2012,http://post1010.org/Robotics/Robotics2016/FTC2016/,Rockville&comma; MD 20850 USA
FTC,6418,NDCL Robotics,Notre Dame-Cathedral Latin School,2012,http://ndclrobotics.wordpress.com/,Chardon&comma; OH 44024 USA
FTC,6420,SabreHOOF Tigers,Cedar Falls Community Schools/John Deere &amp; Cedar Falls High School,2012,http://cedarfallsftc.weebly.com/,Cedar Falls&comma; IA 50613 USA
FTC,6424,Oly Cow,OLYMPIA HIGH SCHOOL,2012,,Olympia&comma; WA 98506 USA
FTC,6426,RoboHodags,Rhinelander High,2012,,Rhinelander&comma; WI 54501 USA
FTC,6427,Wright Angle,Charles Wright Academy,2012,,Tacoma&comma; WA 98467-2099 USA
FTC,6433,Neutrinos,Neighborhood Group,2012,,Lakeland&comma; FL 33813 USA
FTC,6436,AlphaGenesis,Glen A. Wilson High &amp; Glen A. Wilson High,2012,alphagenesis6436.weebly.com,Hacienda Heights&comma; CA 91745 USA
FTC,6437,Mad Hatters,Powell High School,2012,www.phsbots.org,Powell&comma; WY 82435 USA
FTC,6438,Syosset Robotics,Syosset Senior High School,2012,,Syosset&comma; NY 11791 USA
FTC,6448,Blue Jays,Jesuit High School,2012,,New Orleans&comma; LA 70119 USA
FTC,6450,Jagbots,Horizon Science Academy Toledo,2012,http://www.ftc6450.com/,Toledo&comma; OH 43613 USA
FTC,6453,Grizzly Griffs,St John Vianney High School,2012,www.vianney.com/robotics,Kirkwood&comma; MO 63122 USA
FTC,6454,Saints Robotics,SETON CATHOLIC-CENTRAL HIGH SCHOOL,2012,,Binghamton&comma; NY 13905 USA
FTC,6455,MoHawk Warriors Orange,Texas Workforce Commission /American Association of Drilling Engineers &amp; Harmony School of Advancement - High,2012,,Houston&comma; TX 77038 USA
FTC,6458,Burgbots,Kinze Manufacturing/Newkirk Electric/Monsanto &amp;Williamsburg Jr-Sr High School,2012,www.tinyurl.com/burgbots,Williamsburg&comma; IA 52361 USA
FTC,6459,The Chicago Style BotDogs,Lane Technical High School,2012,,Chicago&comma; IL 60618 USA
FTC,6460,RoboWarriors,Bechtel Group Foundation&amp;Niskayuna High School,2012,,Niskayuna&comma; NY 12309 USA
FTC,6474,Griffin Gears,Rockwell Collins &amp; North Cedar High School,2012,,Clarence&comma; IA 52216 USA
FTC,6475,Innovation&comma; Collaboration&comma; and Excellence,John Deere&amp;Valley Southwoods&amp;Valley High School,2012,,West Des Moines&comma; IA 50265 USA
FTC,6476,Player 1,Pacific Industrial Components&comma; Inc. &amp; Thurston High School,2012,goo.gl/ta6L6,Springfield&comma; OR 97478 USA
FTC,6481,TechnoMancers,Stafford Sr. High,2012,,Fredericksburg&comma; VA 22405 USA
FTC,6482,Red Storm Robotics-Red,GE Aviation &amp; Valleywood Middle School,2012,http://redstormrobotics.com/ftc/red-team/,Grand Rapids&comma; MI 49508 USA
FTC,6492,Beaver Bots,Wilton Jr-Sr High School,2012,,Wilton&comma; IA 52778 USA
FTC,6494,Control Freaks WHITE,Vicksburg Middle School,2012,,Vicksburg&comma; MI 49097 USA
FTC,6496,SEP Nerd Herd,St. Edmund Preparatory High School,2012,www.ftc6496.org,Brooklyn&comma; NY 11229 USA
FTC,6499,Warrior Bots,Rockwell International &amp; George Washington High School,2012,NA,Cedar Rapids&comma; IA 52403 USA
FTC,6510,CyberSharks,Palacios H S,2012,,Palacios&comma; TX 77465 USA
FTC,6516,ChargerBots,Oxford High School,2012,,Oxford&comma; MS 38655 USA
FTC,6518,TechnoDevils,FRC Team 461 Boosters/Roadworks Manufuacturing &amp; West Lafayette Jr/Sr High Sch,2012,,West Lafayette&comma; IN 47906 USA
FTC,6522,Neon Drones,Locust Grove Middle,2012,,Locust Grove&comma; VA 22508 USA
FTC,6527,Powell Rangers,North Kingstown Senior High School,2012,,North Kingstown&comma; RI 02852 USA
FTC,6532,RoboBears,Mckinley Middle School,2012,,Cedar Rapids&comma; IA 52403 USA
FTC,6540,Lincoln1,Abraham Lincoln High School,2012,,Philadelphia&comma; PA 19130 USA
FTC,6545,Knight Riders,Assumption High School &amp; Assumption High School,2012,,Davenport&comma; IA 52804 USA
FTC,6546,RoboCats,Humboldt High School,2012,,Humboldt&comma; IA 50548 USA
FTC,6547,CAPS Cobalt Colts,Blue Valley CAPS/Hantover/General Motors/Ryerson/Blue Valley Educational Foundation&amp;Blue Valley Center For Professional Studies,2012,http://www.ftc6547.org/,Overland Park&comma; KS 66223 USA
FTC,6549,Whoa!Bots,Sewickley Academy,2012,,Sewickley&comma; PA 15143 USA
FTC,6551,TigerHawks,North Fayette High School,2012,,West Union&comma; IA 52175 USA
FTC,6552,Northeast High School,Northeast Hs,2012,,Philadelphia&comma; PA 19111 USA
FTC,6556,Tempest,St Patrick Catholic High School,2012,,Biloxi&comma; MS 39532 USA
FTC,6559,Geared Reaction,Union High School,2012,,Camas&comma; WA 98607 USA
FTC,6564,Infinity Angles,Junction City High School,2012,,Junction City&comma; OR 97448 USA
FTC,6566,Circuit Breakers,Aledo H S,2012,,Aledo&comma; TX 76008 USA
FTC,6567,Roboraiders,&amp;Red Hook Senior High School,2012,http://www.redhookrobotics.club,Red Hook&comma; NY 12571 USA
FTC,6570,Piradians,&amp;Pasadena High,2012,,Pasadena&comma; CA 91107 USA
FTC,6574,Task Main,Lynbrook Senior High School,2012,,Lynbrook&comma; NY 11563 USA
FTC,6582,Kaiserslautern HS - Raider Robotics,Kaiserslautern High School,2012,,APO&comma; AE 09021 USA
FTC,6583,Bionikats,Keokuk High School,2012,,Keokuk&comma; IA 52632 USA
FTC,6590,Ratchet Robotics,Cascade Junior High School,2012,,Aumsville&comma; OR 97325 USA
FTC,6596,Robotic Rams,Robotic Rams &amp; Riverdale Sr High School,2012,http://roboticrams.weebly.com/,Port Byron&comma; IL 61275 USA
FTC,6606,Dobbins Force,Dobbins - AWF partnership,2012,,Philadelphia&comma; PA 19132 USA
FTC,6613,YALiEns,Y.A.L.E. School Inc.,2012,,Cherry Hill&comma; NJ 08002 USA
FTC,6624,Midgets,Estherville Lincoln Central High School,2012,,Estherville&comma; IA 51334 USA
FTC,6625,Enginerds,John Deere/Hawkeye Precision&comma; Inc/Master Tool and Manufacturing/Ledford Engineering/Cy and Charley's &amp; Independence Senior High School,2012,,Independence&comma; IA 50644 USA
FTC,6633,Technosaurus Rex,Bechtel &amp; Hughes Middle,2012,http://ftc6633.wordpress.com/,Reston&comma; VA 20191 USA
FTC,6635,Panthers,the Parish Episcopal School Pk-12,2012,,Dallas&comma; TX 75244 USA
FTC,6638,RoboHawks,Hinton High School &amp; Hinton Middle School,2012,,Hinton&comma; IA 51024 USA
FTC,6640,Robotussin,Shady Side Academy,2012,cs.shadysideacademy.org,Pittsburgh&comma; PA 15238 USA
FTC,6645,Maximum Annihalation,Bismarck Career Acad,2012,,Bismarck&comma; ND 58504 USA
FTC,6652,Los Chicos,Flint Hill School &amp; Flint Hill School,2012,,Oakton&comma; VA 22124 USA
FTC,6661,Starmont Sundevils,Technical Drainage Solutions&amp;Starmont High School,2012,http://sundevils6661.weebly.com/,Arlington&comma; IA 50606 USA
FTC,6662,Robo Falcons A,West Sioux High School,2012,,Hawarden&comma; IA 51023 USA
FTC,6666,Bugs in the System,Timberline,2012,,Waukee&comma; IA 50263 USA
FTC,6675,Chargers,Illini West High School,2012,http://www.illiniwest.org/vnews/display.v/SEC/Parents%20%26%20Students%7CClubs/Organizations%3E%3EFirst%20Tech%20Challenge,Carthage&comma; IL 62321 USA
FTC,6676,RoboLancers Crimson,Pennsylvania FIRST Robotics &amp; Central Hs,2012,http://robolancers.com/,Philadelphia&comma; PA 19141 USA
FTC,6677,Techeads,Pennsylvania FIRST Robotics &amp; Boys Latin of Philadelphia Cs,2012,http://science.boyslatin.org/,Philadelphia&comma; PA 19143 USA
FTC,6691,Cyber Reality,Valley High School,2012,,West Des Moines&comma; IA 50266 USA
FTC,6699,Tempest,Nova Classical Academy Upper School,2012,,Saint Paul&comma; MN 55102 USA
FTC,6700,X BOTS,iStreamify &amp; Family Friends,2012,http://xbots.org/,Fairfax&comma; VA 22030 USA
FTC,6704,Bot Shop,West Lincoln School &amp; West Lincoln School,2012,,Brookhaven&comma; MS 39601 USA
FTC,6707,Safety Crew,Central Middle,2012,,Minneapolis&comma; MN 55421 USA
FTC,6708,Frozen Fire,Central Middle,2012,,Minneapolis&comma; MN 55421 USA
FTC,6710,Sigmas,WESTA/Eanes ISD/SolidWorks&amp;Westlake H S,2012,,Austin&comma; TX 78746 USA
FTC,6712,Bullet Proof,Newberg Senior High School,2012,,Newberg&comma; OR 97132 USA
FTC,6717,Category FIVE #6717,Monroe Area Foundation/FIRST Stewardship Team/Chintimini Fund (Oregon Community Foundation)/SELCO Community Credit Union/Pacific Power Foundation &amp; Monroe High School,2012,N/A,Monroe&comma; OR 97456 USA
FTC,6719,Piotech,Robo Mustangs &amp; Pioneer Academy of Science,2012,,Wayne&comma; NJ 07470 USA
FTC,6721,RoboSnakes,Central Middle,2012,,Minneapolis&comma; MN 55421 USA
FTC,6723,Flatline,Rivermont Collegiate,2012,,Bettendorf&comma; IA 52722 USA
FTC,6727,Redmond Proficiency Academy,Redmond Proficiency Academy,2012,,Redmond&comma; OR 97756 USA
FTC,6728,Frost Byte,Kansas State University &amp; Bill R Johnson CTE Center,2012,,Crowley&comma; TX 76036 USA
FTC,6731,Ringers,Mylan Technologies/Teknor Apex/Med Associates/Catamount R&amp;D/Rotary of St. Albans VT &amp; Bellows Free Academy Uhsd#48 &amp; Bellows Free Academy Uhsd#48,2012,,Saint Albans&comma; VT 05478 USA
FTC,6735,Team Medusa,Newcastle Hs,2012,,Newcastle&comma; OK 73065 USA
FTC,6747,TRANSFORMERS,Mitchell County High School,2012,,Camilla&comma; GA 31730 USA
FTC,6751,Robo Vikings,Northeast High,2012,,Kansas City&comma; MO 64124 USA
FTC,6761,TESLA Robots,PTC/Economos Foundation/NCC Gateway Academy &amp; Riverside High School,2012,,Yonkers&comma; NY 10701 USA
FTC,6762,N R G (Northwestern Robotics Gearheads),Northwestern Regional Middle School &amp; Northwestern Regional High School,2012,http://nrg6762.org,Winsted&comma; CT 06098 USA
FTC,6770,Canalmen,Bourne High School,2012,,Buzzards Bay&comma; MA 02532 USA
FTC,6780,Y-Not Robots²,Chickasaw Nation Science&comma;Technology &amp; Math Academy &amp; Chickasaw Nation Science&comma; Technology&comma; &amp; Math Academy,2012,,Ada&comma; OK 74820 USA
FTC,6795,Panthers 3,the Parish Episcopal School Pk-12,2012,,Dallas&comma; TX 75244 USA
FTC,6811,Hardcore Hard Drives,Concord Middle School,2012,,Concord&comma; MI 49237 USA
FTC,6816,Falcon Fury,&amp;Los Fresnos H S,2012,,Los Fresnos&comma; TX 78566 USA
FTC,6831,Robo Bearcats,Long Beach Middle School,2012,trena.attipoe@lbsdk12.com,Long Beach&comma; MS 39560 USA
FTC,6832,Iron Reign,Sandra Campos / Texas Workforce Commission/PTC&amp;School of Science and Engineering,2012,www.ironreignrobotics.com,Dallas&comma; TX 75220 USA
FTC,6833,Event Horizon,Oregon Department of Education&amp;Summit High School,2012,,Bend&comma; OR 97703 USA
FTC,6836,PERK 1,Perkiomen School,2012,,Pennsburg&comma; PA 18073 USA
FTC,6837,Cannon Robotics Team - The Brobots,Cannon School,2012,,Concord&comma; NC 28027 USA
FTC,6889,Robo Crusaders,Helias High School,2012,,Jefferson City&comma; MO 65109 USA
FTC,6892,Nameless,Texas Workforce Commision&amp;Dr Leo Cigarroa H S&amp;Sabas Perez Magnet for Engineering and Technology Applications,2012,,Laredo&comma; TX 78046 USA
FTC,6899,Blue Bots,JCOBA-NY &amp; Jamaica College,2012,http://www.jc.edu.jm/jcrobotics,Bronx&comma; NY 10475 USA
FTC,6900,Watch Dogs,Winslow High School &amp; Winslow High School,2012,,Winslow&comma; AZ 86047 USA
FTC,6901,Droid Rage,Texas Workforce Commission/FIRST in Texas &amp; Collegiate H S,2012,www.droidrage.org,Corpus Christi&comma; TX 78404 USA
FTC,6914,Charging Chaos,St. Francis School District &amp; Deer Creek Intermediate School,2012,http://sfbot.org,Saint Francis&comma; WI 53235 USA
FTC,6929,Data Force,Dish/State Farm/Baxter/Wells Fargo/Ingram Machining/Solidworks/RC Hobby&amp;YWCA&amp;Family/Community,2013,dataforceftc.com,Highlands Ranch&comma; CO 80126 USA
FTC,6931,The Substantial Monocephalic BrainSTEM Robotics Team,BrainSTEM Learning&comma; Inc. &amp; Neighborhood Group,2013,,Baden&comma; PA 15005 USA
FTC,6934,The TranSisters,Girl Scouts of the Jersey Shore &amp; Girls Scouts of the U.S.A.,2013,,Farmingdale&comma; NJ 07727 USA
FTC,6936,CodeRunners,CodeRunners &amp; Golda Och Academy,2013,,West Orange&comma; NJ 07052 USA
FTC,6939,Pandemonium 1,West Babylon Senior High School,2013,,West Babylon&comma; NY 11704 USA
FTC,6942,Pandemonium 2,West Babylon Senior High School,2013,,West Babylon&comma; NY 11704 USA
FTC,6945,System Overload,Ballston Spa Middle School,2013,,Ballston Spa&comma; NY 12020 USA
FTC,6949,Einstein Eagles,Albert Einstein Middle,2013,,Sacramento&comma; CA 95826 USA
FTC,6955,RO Bo Vines,Saratoga County 4-H &amp; Robovines,2013,http://nyrobovines.wix.com/home,Ballston Spa&comma; NY 12020 USA
FTC,6962,BnL Robotics,Punahou School,2013,,Honolulu&comma; HI 96822 USA
FTC,6963,Poki Cacti,Punahou School,2013,,Honolulu&comma; HI 96822 USA
FTC,6971,Robo Panthers,Polytech High School,2013,,Woodside&comma; DE 19980 USA
FTC,6972,F.I.R.E. [Fantastically Inventive Robotic Engineers],Home School,2013,http://ftcteamblog.blogspot.com/,Charlotte&comma; NC 28210 USA
FTC,6973,Radical Robotics,Xerox/Tinker Air Force Base/Oklahoma State Department of Education &amp; Mustang Hs,2013,mustangrobotics.club,Mustang&comma; OK 73064 USA
FTC,6974,Ministry of Magic,Xerox Corporation/Tinker Air Force Base/Oklahoma State Dept. of Education &amp; Mustang Hs,2013,mustangrobotics.club,Mustang&comma; OK 73064 USA
FTC,6976,Bronc Botz - Nano,NewTek/ALCOA/Texas Workforce Commission/San Antonio Competition Robotics Alliance (SACRA)/SolidWorks/Northside ISD &amp; Family/Community &amp; Brandeis Hs,2013,www.broncbotz.com,San Antonio&comma; TX 78249 USA
FTC,6977,eTREC,East Troy High,2013,http://www.etrecrobotics.com,East Troy&comma; WI 53120 USA
FTC,6980,Bad Wolf,Unique Scaffolding Systems &amp; River Dell Regional H S,2013,,Oradell&comma; NJ 07649 USA
FTC,6981,Hortonville Robotics,Hortonville Area School District/Google&comma; Inc/Standard Electric Supply Co./SE Automation &amp; Hortonville High,2013,www.hortonvillerobotics.com,Hortonville&comma; WI 54944 USA
FTC,6982,Metal Magicians,Family Friends,2013,http://themetalmagicians.weebly.com/,Fremont&comma; CA 94539 USA
FTC,6983,CouGEARS,Cresskill Jr Sr High Sch &amp; Cresskill Jr Sr High Sch,2013,,Cresskill&comma; NJ 07626 USA
FTC,6984,STEMpocalypse,Mishicot High,2013,None Yet,Mishicot&comma; WI 54228 USA
FTC,6985,BroBots,Kohler Co - Vollrath - Manitowoc Cranes - Miller Mfg - Broadwind Energy &amp; Valders High,2013,,Valders&comma; WI 54245 USA
FTC,6987,HatTrix,Neighborhood Group,2013,www.hattrix.works,Granville&comma; OH 43023 USA
FTC,6988,CyberStingers Gold,Thomas County Central High School,2013,,Thomasville&comma; GA 31792 USA
FTC,6989,300 Robotics,Greater Atlanta Christian School,2013,,Norcross&comma; GA 30093 USA
FTC,6990,Static Void,Vista Ridge H S,2013,,Cedar Park&comma; TX 78613 USA
FTC,6994,Machination,4-H SPIN Club,2013,,Marseilles &comma; IL 61341 USA
FTC,6996,Oncoming Storm,Rochester Community robotics &amp; Penfield Senior High School &amp; Bay Trail Middle School,2013,,Rochester&comma; NY 14625 USA
FTC,7000,7 Above Zero,Neighborhood Group,2013,,Minneapolis&comma; MN 55437 USA
FTC,7002,PhetaBots,Lincoln Co High School,2013,,Eureka&comma; MT 59917 USA
FTC,7006,RoboTitans,Chicago Math and Science Academy,2013,www.facebook.com/robotitans7006,Chicago&comma; IL 60626 USA
FTC,7007,Techknow Bots,HSA McKinley Park,2013,,Chicago&comma; IL 60609 USA
FTC,7012,Redhawk Robotics,Schneider Packaging Equipment&comma; Inc./Central Square School District/Walmart/Central Square Middle School PTO/Girl Scouts of NYPenn Pathways/Dynegy&comma; Inc.&amp;Paul V Moore High School,2013,http://www.redhawkrobotics.org/,Central Square&comma; NY 13036 USA
FTC,7017,In Gear,Mckeel Academy of Technology,2013,https://sites.google.com/a/mckeelschools.com/in-gear/home,Lakeland&comma; FL 33815 USA
FTC,7018,Spartans,Horizon Science Academy Lorain &amp; Horizon Science Academy Lorain,2013,,Lorain&comma; OH 44052 USA
FTC,7021,RoboEagles,BAE Systems/Space and Naval Warefare Systems Center - Atlantic/CDCA&amp;Military Magnet Academy,2013,,North Charleston&comma; SC 29405 USA
FTC,7022,Robostangs,The Hillsboro School,2013,,Helena&comma; AL 35080 USA
FTC,7023,HexaSonics,Allendale Robotics/Vector Tech Group &amp; Allendale Middle School,2013,www.allendalerobotics.com,Allendale&comma; MI 49401 USA
FTC,7026,JDroids,Maker Depot/Jersey Mike's Subs &amp; Family/Community,2013,JDroids.com,Wayne&comma; NJ 07470 USA
FTC,7027,Lowell Robotics,Lowell School District &amp; Lowell Junior/Senior High School,2013,,Lowell&comma; OR 97452 USA
FTC,7030,RoboMinds,HSA McKinley Park,2013,,Chicago&comma; IL 60609 USA
FTC,7031,Battle Blazers,FCA Foundation/Genisys Credit Union/Allen Industries&amp;Linden Middle School,2013,www.lindenrobotics.weebly.com,Linden&comma; MI 48451 USA
FTC,7034,Singularity Technology,Wilton Library,2013,http://7034st.wixsite.com/singultech,Wilton&comma; CT 06897 USA
FTC,7035,Radical Robots,Girl Scouts of Suffolk County &amp; Girl Scouts of Suffolk County,2013,http://radicalrobot.weebly.com,Bayport&comma; NY 11705 USA
FTC,7039,Lord of the Bricks,SolidWorks &amp; Home School,2013,lordofthebricks.wildapricot.org,Richmond&comma; VA 23230 USA
FTC,7042,Robo Hamsters,Angelic Technology/Angelic Robotics &amp; Family/Community,2013,http://angelicrobotics.com,Culpeper&comma; VA 22701 USA
FTC,7043,Golden Gears,Bloomfield Hills Middle School,2013,www.goldengears7043.org,Bloomfield Hills&comma; MI 48302 USA
FTC,7045,BLOWNFUSES,Grosse Pointe Foundation for Public Education/Ford/FIRST in Michigan/Michigan Department of Education &amp; Parcells Middle School,2013,http://blownfuses.weebly.com/,Grosse Pointe&comma; MI 48236 USA
FTC,7046,The Spartins,Child opportunity zone/Fidelity Investments/Providence Engineering Society&amp;Samuel Slater Junior High School,2013,,Pawtucket&comma; RI 02860 USA
FTC,7047,Mechanical Monkeys (Bloomfield Hills Middle School),Mechanical Monkeys &amp; Bloomfield Hills Middle School,2013,,Bloomfield Hills&comma; MI 48302 USA
FTC,7048,Purple Protons,Magna&amp;Bloomfield Hills Middle School,2013,purpleprotons.com,Bloomfield Hills&comma; MI 48302 USA
FTC,7049,Omega Warriors,West Hills Middle School,2013,,Bloomfield Hills&comma; MI 48302 USA
FTC,7053,RoboBroncs Team 1,Jackson Hole High School,2013,,Jackson&comma; WY 83001 USA
FTC,7055,Cruzin' Comets,Lockheed Martin/The Abington Education Improvement Organization/One Point Inc &amp; Abington Heights Hs,2013,,Clarks Summit&comma; PA 18411 USA
FTC,7064,Techno Raiders ,Qualcomm/FIRST® in Texas/Leander ISD/Leander Educational Excellence Foundation/Arconic Foundation&amp;Rouse H S,2013,,Leander&comma; TX 78641 USA
FTC,7065,JunkYard Bots,North Branch Middle School,2013,,North Branch&comma; MI 48461 USA
FTC,7071,EngiNerds,Neighborhood Group,2013,http://bit.ly/enginerds,Bridgeton&comma; NJ 08302 USA
FTC,7074,BOOC BOTS,BOOCBOTICS,2013,,Dolton&comma; IL 60419 USA
FTC,7079,Faltech,Four Points Middle,2013,,Austin&comma; TX 78750 USA
FTC,7080,BACON,Charlottesville High,2013,chsbacon.com,Charlottesville&comma; VA 22901 USA
FTC,7082,Roboaztechs,Texas Workforce Commission/UTEP&amp;El Dorado H S,2013,www.roboaztechs.com,El Paso&comma; TX 79938 USA
FTC,7083,Team Tundrabots,Renesas America / United Therapeutics &amp; Home School,2013,,Apex&comma; NC 27539 USA
FTC,7085,F.L.A.G. Fight Like a Girl,Automatic Handling International&comma; Inc/AIS Construction Equipment&amp;Bedford Junior High School,2013,http://ftcteamflag.weebly.com/,Temperance&comma; MI 48182 USA
FTC,7090,First Appalachian Robotics,Tennessee Valley Authority/Bristol Public Library/Solidworks &amp; Home School,2013,https://www.facebook.com/FirstAppalachianRobotics,Bristol&comma; VA 24201 USA
FTC,7092,RoboRunners,Loma Linda Academy,2013,roborunners.org,Loma Linda&comma; CA 92354 USA
FTC,7093,RaiderBots,Child Opportunity Zone/Fidelity&amp;Shea Senior High School,2013,,Pawtucket&comma; RI 02860 USA
FTC,7095,S.T.O.R.M.,Notre Dame de Sion High School&amp;Notre Dame De Sion School,2013,https://sites.google.com/a/ndsion.edu/hsrobotics/,Kansas City&comma; MO 64114 USA
FTC,7099,PT Cruiser,Lincoln High School,2013,,Portland&comma; OR 97205 USA
FTC,7100,RoboTweens,Lincoln High School,2013,,Portland&comma; OR 97205 USA
FTC,7101,A Robot Named Desire,Lincoln High School,2013,,Portland&comma; OR 97205 USA
FTC,7105,SWIFT Robotics,Neighborhood Group/St. Anthony of Padua Catholoc Church/First Health /Novetta Inc. &amp; SWIFT Robotics Youth Club,2013,,Southern Pines&comma; NC 28326 USA
FTC,7110,The Element of Surprise,Marion High School,2013,,Marion&comma; IA 52302 USA
FTC,7117,The Blockheads,Family Friends,2013,www.makingtechnologyfun.com,Burke&comma; VA 22015 USA
FTC,7120,Bionica,George W Hewlett High School,2013,http://hewlettrobotics.wixsite.com/gwhhs,Hewlett&comma; NY 11557 USA
FTC,7123,The Fellowship of the Loose Screws,Fellowship of the Loose Screws/Family Friends,2013,fellowshipoftheloosescrews.com,Sioux Falls&comma; SD 57108 USA
FTC,7128,Tino Trail Blazers,Lockheed Martin &amp; Cupertino High,2013,www.tinorobotics.org,Cupertino&comma; CA 95014 USA
FTC,7129,Robo Raiders,Robo Raiders &amp; Home School,2013,www.roboraiders.net,Lebanon&comma; IL 62254 USA
FTC,7130,Royal Robots,Regis Middle School&amp;Regis Middle School,2013,,Robins&comma; IA 52328 USA
FTC,7135,Hornets,Proctor Academy,2013,,Andover&comma; NH 03216 USA
FTC,7136,Higgs Bosons,Springboro High School,2013,,Springboro&comma; OH 45066 USA
FTC,7138,Mechanical Mayhem,JDM Systems Consultants/DC Tunison &amp; Rolland Warner Middle School,2013,,Metamora&comma; MI 48455 USA
FTC,7139,KHS Robotics,Kennett High School&amp;Kennett High,2013,,Kennett&comma; MO 63857 USA
FTC,7140,Knightmares,Groupe Stahl/The Pradko Family/Ford Motor Co./The Pan Family/SECO Tools/Growing Smiles Pediatric Dentistry&amp;University Liggett School,2013,,Grosse Pointe&comma; MI 48236 USA
FTC,7149,ENFORCERS,Egg Harbor Township Police Athletic League,2013,www.ehtpal.org,Egg Harbor Township&comma; NJ 08234 USA
FTC,7152,Robot Squad,Family Friends,2013,http://robotsquad.weebly.com/,Rochester&comma; MN 55906 USA
FTC,7153,Vindicem,Lockheed Martin&amp;Cartersville High School,2013,,Cartersville&comma; GA 30120 USA
FTC,7156,Wolves Robotics 2,Estrella Foothills,2013,,Goodyear&comma; AZ 85338 USA
FTC,7159,Robo Ravens,Canyon Crest Academy,2013,,San Diego&comma; CA 92130 USA
FTC,7161,ViperBots Hydra,&amp;Vandegrift H S,2013,,Austin&comma; TX 78750 USA
FTC,7163,The Bazinga Project,Union 8Th Grade Ctr,2013,,Broken Arrow&comma; OK 74012 USA
FTC,7164,FalconBots,W.B. Contracting Corp.&amp;Locust Valley High School,2013,www.locustvalleyftc.wixsite.com/7164,Locust Valley&comma; NY 11560 USA
FTC,7167,Mecha Hawks,Buckeye Union High School,2013,,Buckeye&comma; AZ 85326 USA
